Date,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,EUR,GBP,HKD,HRK,HUF,IDR,ILS,INR,ISK,JPY,KRW,MXN,MYR,NOK,NZD,PHP,PLN,RON,RUB,SEK,SGD,THB,TRY,USD,ZAR
31-10-2020 08:00,1.4158830569,1.6719097282,5.7793639938,1.3297999658,0.9145153018,6.681313045,23.2954351171,6.3657035391,0.8548469824,0.7711403659,7.7539750385,6.4752949222,314.1135236793,14625.0042742349,3.4092152505,74.4670029065,140.5368439049,104.5990767653,1131.988374081,21.2357667977,4.153530518,9.4836724226,1.5015387246,48.4142588477,3.951273722,4.1652419217,79.0396649,8.8604889725,1.3636519063,31.1497691913,8.3723713455,1.0,16.2727816721
